┌────────────┬─────────────────────┬──────┐
│    Date    │       region        │ year │
│ 2017-09-24 │ DallasFtWorth       │ 2017 │
│ 2017-09-17 │ DallasFtWorth       │ 2017 │
│ 2017-09-10 │ DallasFtWorth       │ 2017 │
│ 2017-09-03 │ DallasFtWorth       │ 2017 │
│ 2017-08-27 │ DallasFtWorth       │ 2017 │
│ 2017-08-20 │ DallasFtWorth       │ 2017 │
│ 2017-08-13 │ DallasFtWorth       │ 2017 │
│ 2017-08-06 │ DallasFtWorth       │ 2017 │
│ 2017-07-30 │ DallasFtWorth       │ 2017 │
│ 2017-07-23 │ DallasFtWorth       │ 2017 │
│ 2017-07-16 │ DallasFtWorth       │ 2017 │
│ 2017-07-09 │ DallasFtWorth       │ 2017 │
│ 2017-07-02 │ DallasFtWorth       │ 2017 │
│ 2017-06-25 │ DallasFtWorth       │ 2017 │
│ 2017-06-18 │ DallasFtWorth       │ 2017 │
│ 2017-06-11 │ DallasFtWorth       │ 2017 │
│ 2017-06-04 │ DallasFtWorth       │ 2017 │
│ 2017-05-28 │ DallasFtWorth       │ 2017 │
│ 2017-05-21 │ DallasFtWorth       │ 2017 │
│ 2017-05-14 │ DallasFtWorth       │ 2017 │
│ 2017-05-07 │ DallasFtWorth       │ 2017 │
│ 2017-04-30 │ DallasFtWorth       │ 2017 │
│ 2017-04-23 │ DallasFtWorth       │ 2017 │
│ 2017-04-16 │ DallasFtWorth       │ 2017 │
│ 2017-04-09 │ DallasFtWorth       │ 2017 │
│ 2017-04-02 │ DallasFtWorth       │ 2017 │
│ 2017-03-26 │ DallasFtWorth       │ 2017 │
│ 2017-03-19 │ DallasFtWorth       │ 2017 │
│ 2017-03-12 │ DallasFtWorth       │ 2017 │
│ 2017-03-05 │ DallasFtWorth       │ 2017 │
│ 2017-02-26 │ DallasFtWorth       │ 2017 │
│ 2017-02-19 │ DallasFtWorth       │ 2017 │
│ 2017-02-12 │ DallasFtWorth       │ 2017 │
│ 2017-02-05 │ DallasFtWorth       │ 2017 │
│ 2017-01-29 │ DallasFtWorth       │ 2017 │
│ 2017-01-22 │ DallasFtWorth       │ 2017 │
│ 2017-01-15 │ DallasFtWorth       │ 2017 │
│ 2017-01-08 │ DallasFtWorth       │ 2017 │
│ 2017-01-01 │ DallasFtWorth       │ 2017 │
│ 2017-12-31 │ Denver              │ 2017 │
│ 2017-12-24 │ Denver              │ 2017 │
│ 2017-12-17 │ Denver              │ 2017 │
│ 2017-12-10 │ Denver              │ 2017 │
│ 2017-12-03 │ Denver              │ 2017 │
│ 2017-11-26 │ Denver              │ 2017 │
│ 2017-11-19 │ Denver              │ 2017 │
│ 2017-11-12 │ Denver              │ 2017 │
│ 2017-11-05 │ Denver              │ 2017 │
│ 2017-10-29 │ Denver              │ 2017 │
│ 2017-10-22 │ Denver              │ 2017 │
│ 2017-10-15 │ Denver              │ 2017 │
│ 2017-10-08 │ Denver              │ 2017 │
│ 2017-10-01 │ Denver              │ 2017 │
│ 2017-09-24 │ Denver              │ 2017 │
│ 2017-09-17 │ Denver              │ 2017 │
│ 2017-09-10 │ Denver              │ 2017 │
│ 2017-09-03 │ Denver              │ 2017 │
│ 2017-08-27 │ Denver              │ 2017 │
│ 2017-08-20 │ Denver              │ 2017 │
│ 2017-08-13 │ Denver              │ 2017 │
│ 2017-08-06 │ Denver              │ 2017 │
│ 2017-07-30 │ Denver              │ 2017 │
│ 2017-07-23 │ Denver              │ 2017 │
│ 2017-07-16 │ Denver              │ 2017 │
│ 2017-07-09 │ Denver              │ 2017 │
│ 2017-07-02 │ Denver              │ 2017 │
│ 2017-06-25 │ Denver              │ 2017 │
│ 2017-06-18 │ Denver              │ 2017 │
│ 2017-06-11 │ Denver              │ 2017 │
│ 2017-06-04 │ Denver              │ 2017 │
│ 2017-05-28 │ Denver              │ 2017 │
│ 2017-05-21 │ Denver              │ 2017 │
│ 2017-05-14 │ Denver              │ 2017 │
│ 2017-05-07 │ Denver              │ 2017 │
│ 2017-04-30 │ Denver              │ 2017 │
│ 2017-04-23 │ Denver              │ 2017 │
│ 2017-04-16 │ Denver              │ 2017 │
│ 2017-04-09 │ Denver              │ 2017 │
│ 2017-04-02 │ Denver              │ 2017 │
│ 2017-03-26 │ Denver              │ 2017 │
│ 2017-03-19 │ Denver              │ 2017 │
│ 2017-03-12 │ Denver              │ 2017 │
│ 2017-03-05 │ Denver              │ 2017 │
│ 2017-02-26 │ Denver              │ 2017 │
│ 2017-02-19 │ Denver              │ 2017 │
│ 2017-02-12 │ Denver              │ 2017 │
│ 2017-02-05 │ Denver              │ 2017 │
│ 2017-01-29 │ Denver              │ 2017 │
│ 2017-01-22 │ Denver              │ 2017 │
│ 2017-01-15 │ Denver              │ 2017 │
│ 2017-01-08 │ Denver              │ 2017 │
│ 2017-01-01 │ Denver              │ 2017 │
│ 2017-12-31 │ Detroit             │ 2017 │
│ 2017-12-24 │ Detroit             │ 2017 │
│ 2017-12-17 │ Detroit             │ 2017 │
│ 2017-12-10 │ Detroit             │ 2017 │
│ 2017-12-03 │ Detroit             │ 2017 │
│ 2017-11-26 │ Detroit             │ 2017 │
│ 2017-11-19 │ Detroit             │ 2017 │
│ 2017-11-12 │ Detroit             │ 2017 │
│ 2017-11-05 │ Detroit             │ 2017 │
│ 2017-10-29 │ Detroit             │ 2017 │
│ 2017-10-22 │ Detroit             │ 2017 │
│ 2017-10-15 │ Detroit             │ 2017 │
│ 2017-10-08 │ Detroit             │ 2017 │
│ 2017-10-01 │ Detroit             │ 2017 │
│ 2017-09-24 │ Detroit             │ 2017 │
│ 2017-09-17 │ Detroit             │ 2017 │
│ 2017-09-10 │ Detroit             │ 2017 │
│ 2017-09-03 │ Detroit             │ 2017 │
│ 2017-08-27 │ Detroit             │ 2017 │
│ 2017-08-20 │ Detroit             │ 2017 │
│ 2017-08-13 │ Detroit             │ 2017 │
│ 2017-08-06 │ Detroit             │ 2017 │
│ 2017-07-30 │ Detroit             │ 2017 │
│ 2017-07-23 │ Detroit             │ 2017 │
│ 2017-07-16 │ Detroit             │ 2017 │
│ 2017-07-09 │ Detroit             │ 2017 │
│ 2017-07-02 │ Detroit             │ 2017 │
│ 2017-06-25 │ Detroit             │ 2017 │
│ 2017-06-18 │ Detroit             │ 2017 │
│ 2017-06-11 │ Detroit             │ 2017 │
│ 2017-06-04 │ Detroit             │ 2017 │
│ 2017-05-28 │ Detroit             │ 2017 │
│ 2017-05-21 │ Detroit             │ 2017 │
│ 2017-05-14 │ Detroit             │ 2017 │
│ 2017-05-07 │ Detroit             │ 2017 │
│ 2017-04-30 │ Detroit             │ 2017 │
│ 2017-04-23 │ Detroit             │ 2017 │
│ 2017-04-16 │ Detroit             │ 2017 │
│ 2017-04-09 │ Detroit             │ 2017 │
│ 2017-04-02 │ Detroit             │ 2017 │
│ 2017-03-26 │ Detroit             │ 2017 │
│ 2017-03-19 │ Detroit             │ 2017 │
│ 2017-03-12 │ Detroit             │ 2017 │
│ 2017-03-05 │ Detroit             │ 2017 │
│ 2017-02-26 │ Detroit             │ 2017 │
│ 2017-02-19 │ Detroit             │ 2017 │
│ 2017-02-12 │ Detroit             │ 2017 │
│ 2017-02-05 │ Detroit             │ 2017 │
│ 2017-01-29 │ Detroit             │ 2017 │
│ 2017-01-22 │ Detroit             │ 2017 │
│ 2017-01-15 │ Detroit             │ 2017 │
│ 2017-01-08 │ Detroit             │ 2017 │
│ 2017-01-01 │ Detroit             │ 2017 │
│ 2017-12-31 │ GrandRapids         │ 2017 │
│ 2017-12-24 │ GrandRapids         │ 2017 │
│ 2017-12-17 │ GrandRapids         │ 2017 │
│ 2017-12-10 │ GrandRapids         │ 2017 │
│ 2017-12-03 │ GrandRapids         │ 2017 │
│ 2017-11-26 │ GrandRapids         │ 2017 │
│ 2017-11-19 │ GrandRapids         │ 2017 │
│ 2017-11-12 │ GrandRapids         │ 2017 │
│ 2017-11-05 │ GrandRapids         │ 2017 │
│ 2017-10-29 │ GrandRapids         │ 2017 │
│ 2017-10-22 │ GrandRapids         │ 2017 │
│ 2017-10-15 │ GrandRapids         │ 2017 │
│ 2017-10-08 │ GrandRapids         │ 2017 │
│ 2017-10-01 │ GrandRapids         │ 2017 │
│ 2017-09-24 │ GrandRapids         │ 2017 │
│ 2017-09-17 │ GrandRapids         │ 2017 │
│ 2017-09-10 │ GrandRapids         │ 2017 │
│ 2017-09-03 │ GrandRapids         │ 2017 │
│ 2017-08-27 │ GrandRapids         │ 2017 │
│ 2017-08-20 │ GrandRapids         │ 2017 │
│ 2017-08-13 │ GrandRapids         │ 2017 │
│ 2017-08-06 │ GrandRapids         │ 2017 │
│ 2017-07-30 │ GrandRapids         │ 2017 │
│ 2017-07-23 │ GrandRapids         │ 2017 │
│ 2017-07-16 │ GrandRapids         │ 2017 │
│ 2017-07-09 │ GrandRapids         │ 2017 │
│ 2017-07-02 │ GrandRapids         │ 2017 │
│ 2017-06-25 │ GrandRapids         │ 2017 │
│ 2017-06-18 │ GrandRapids         │ 2017 │
│ 2017-06-11 │ GrandRapids         │ 2017 │
│ 2017-06-04 │ GrandRapids         │ 2017 │
│ 2017-05-28 │ GrandRapids         │ 2017 │
│ 2017-05-21 │ GrandRapids         │ 2017 │
│ 2017-05-14 │ GrandRapids         │ 2017 │
│ 2017-05-07 │ GrandRapids         │ 2017 │
│ 2017-04-30 │ GrandRapids         │ 2017 │
│ 2017-04-23 │ GrandRapids         │ 2017 │
│ 2017-04-16 │ GrandRapids         │ 2017 │
│ 2017-04-09 │ GrandRapids         │ 2017 │
│ 2017-04-02 │ GrandRapids         │ 2017 │
│ 2017-03-26 │ GrandRapids         │ 2017 │
│ 2017-03-19 │ GrandRapids         │ 2017 │
│ 2017-03-12 │ GrandRapids         │ 2017 │
│ 2017-03-05 │ GrandRapids         │ 2017 │
│ 2017-02-26 │ GrandRapids         │ 2017 │
│ 2017-02-19 │ GrandRapids         │ 2017 │
│ 2017-02-12 │ GrandRapids         │ 2017 │
│ 2017-02-05 │ GrandRapids         │ 2017 │
│ 2017-01-29 │ GrandRapids         │ 2017 │
│ 2017-01-22 │ GrandRapids         │ 2017 │
│ 2017-01-15 │ GrandRapids         │ 2017 │
│ 2017-01-08 │ GrandRapids         │ 2017 │
│ 2017-01-01 │ GrandRapids         │ 2017 │
│ 2017-12-31 │ GreatLakes          │ 2017 │
│ 2017-12-24 │ GreatLakes          │ 2017 │
│ 2017-12-17 │ GreatLakes          │ 2017 │
│ 2017-12-10 │ GreatLakes          │ 2017 │
│ 2017-12-03 │ GreatLakes          │ 2017 │
│ 2017-11-26 │ GreatLakes          │ 2017 │
│ 2017-11-19 │ GreatLakes          │ 2017 │
│ 2017-11-12 │ GreatLakes          │ 2017 │
│ 2017-11-05 │ GreatLakes          │ 2017 │
│ 2017-10-29 │ GreatLakes          │ 2017 │
│ 2017-10-22 │ GreatLakes          │ 2017 │
│ 2017-10-15 │ GreatLakes          │ 2017 │
│ 2017-10-08 │ GreatLakes          │ 2017 │
│ 2017-10-01 │ GreatLakes          │ 2017 │
│ 2017-09-24 │ GreatLakes          │ 2017 │
│ 2017-09-17 │ GreatLakes          │ 2017 │
│ 2017-09-10 │ GreatLakes          │ 2017 │
│ 2017-09-03 │ GreatLakes          │ 2017 │
│ 2017-08-27 │ GreatLakes          │ 2017 │
│ 2017-08-20 │ GreatLakes          │ 2017 │
│ 2017-08-13 │ GreatLakes          │ 2017 │
│ 2017-08-06 │ GreatLakes          │ 2017 │
│ 2017-07-30 │ GreatLakes          │ 2017 │
│ 2017-07-23 │ GreatLakes          │ 2017 │
│ 2017-07-16 │ GreatLakes          │ 2017 │
│ 2017-07-09 │ GreatLakes          │ 2017 │
│ 2017-07-02 │ GreatLakes          │ 2017 │
│ 2017-06-25 │ GreatLakes          │ 2017 │
│ 2017-06-18 │ GreatLakes          │ 2017 │
│ 2017-06-11 │ GreatLakes          │ 2017 │
│ 2017-06-04 │ GreatLakes          │ 2017 │
│ 2017-05-28 │ GreatLakes          │ 2017 │
│ 2017-05-21 │ GreatLakes          │ 2017 │
│ 2017-05-14 │ GreatLakes          │ 2017 │
│ 2017-05-07 │ GreatLakes          │ 2017 │
│ 2017-04-30 │ GreatLakes          │ 2017 │
│ 2017-04-23 │ GreatLakes          │ 2017 │
│ 2017-04-16 │ GreatLakes          │ 2017 │
│ 2017-04-09 │ GreatLakes          │ 2017 │
│ 2017-04-02 │ GreatLakes          │ 2017 │
│ 2017-03-26 │ GreatLakes          │ 2017 │
│ 2017-03-19 │ GreatLakes          │ 2017 │
│ 2017-03-12 │ GreatLakes          │ 2017 │
│ 2017-03-05 │ GreatLakes          │ 2017 │
│ 2017-02-26 │ GreatLakes          │ 2017 │
│ 2017-02-19 │ GreatLakes          │ 2017 │
│ 2017-02-12 │ GreatLakes          │ 2017 │
│ 2017-02-05 │ GreatLakes          │ 2017 │
│ 2017-01-29 │ GreatLakes          │ 2017 │
│ 2017-01-22 │ GreatLakes          │ 2017 │
│ 2017-01-15 │ GreatLakes          │ 2017 │
│ 2017-01-08 │ GreatLakes          │ 2017 │
│ 2017-01-01 │ GreatLakes          │ 2017 │
│ 2017-12-31 │ HarrisburgScranton  │ 2017 │
│ 2017-12-24 │ HarrisburgScranton  │ 2017 │
│ 2017-12-17 │ HarrisburgScranton  │ 2017 │
│ 2017-12-10 │ HarrisburgScranton  │ 2017 │
│ 2017-12-03 │ HarrisburgScranton  │ 2017 │
│ 2017-11-26 │ HarrisburgScranton  │ 2017 │
│ 2017-11-19 │ HarrisburgScranton  │ 2017 │
│ 2017-11-12 │ HarrisburgScranton  │ 2017 │
│ 2017-11-05 │ HarrisburgScranton  │ 2017 │
│ 2017-10-29 │ HarrisburgScranton  │ 2017 │
│ 2017-10-22 │ HarrisburgScranton  │ 2017 │
│ 2017-10-15 │ HarrisburgScranton  │ 2017 │
│ 2017-10-08 │ HarrisburgScranton  │ 2017 │
│ 2017-10-01 │ HarrisburgScranton  │ 2017 │
│ 2017-09-24 │ HarrisburgScranton  │ 2017 │
│ 2017-09-17 │ HarrisburgScranton  │ 2017 │
│ 2017-09-10 │ HarrisburgScranton  │ 2017 │
│ 2017-09-03 │ HarrisburgScranton  │ 2017 │
│ 2017-08-27 │ HarrisburgScranton  │ 2017 │
│ 2017-08-20 │ HarrisburgScranton  │ 2017 │
│ 2017-08-13 │ HarrisburgScranton  │ 2017 │
│ 2017-08-06 │ HarrisburgScranton  │ 2017 │
│ 2017-07-30 │ HarrisburgScranton  │ 2017 │
│ 2017-07-23 │ HarrisburgScranton  │ 2017 │
│ 2017-07-16 │ HarrisburgScranton  │ 2017 │
│ 2017-07-09 │ HarrisburgScranton  │ 2017 │
│ 2017-07-02 │ HarrisburgScranton  │ 2017 │
│ 2017-06-25 │ HarrisburgScranton  │ 2017 │
│ 2017-06-18 │ HarrisburgScranton  │ 2017 │
│ 2017-06-11 │ HarrisburgScranton  │ 2017 │
│ 2017-06-04 │ HarrisburgScranton  │ 2017 │
│ 2017-05-28 │ HarrisburgScranton  │ 2017 │
│ 2017-05-21 │ HarrisburgScranton  │ 2017 │
│ 2017-05-14 │ HarrisburgScranton  │ 2017 │
│ 2017-05-07 │ HarrisburgScranton  │ 2017 │
│ 2017-04-30 │ HarrisburgScranton  │ 2017 │
│ 2017-04-23 │ HarrisburgScranton  │ 2017 │
│ 2017-04-16 │ HarrisburgScranton  │ 2017 │
│ 2017-04-09 │ HarrisburgScranton  │ 2017 │
│ 2017-04-02 │ HarrisburgScranton  │ 2017 │
│ 2017-03-26 │ HarrisburgScranton  │ 2017 │
│ 2017-03-19 │ HarrisburgScranton  │ 2017 │
│ 2017-03-12 │ HarrisburgScranton  │ 2017 │
│ 2017-03-05 │ HarrisburgScranton  │ 2017 │
│ 2017-02-26 │ HarrisburgScranton  │ 2017 │
│ 2017-02-19 │ HarrisburgScranton  │ 2017 │
│ 2017-02-12 │ HarrisburgScranton  │ 2017 │
│ 2017-02-05 │ HarrisburgScranton  │ 2017 │
│ 2017-01-29 │ HarrisburgScranton  │ 2017 │
│ 2017-01-22 │ HarrisburgScranton  │ 2017 │
│ 2017-01-15 │ HarrisburgScranton  │ 2017 │
│ 2017-01-08 │ HarrisburgScranton  │ 2017 │
│ 2017-01-01 │ HarrisburgScranton  │ 2017 │
│ 2017-12-31 │ HartfordSpringfield │ 2017 │
│ 2017-12-24 │ HartfordSpringfield │ 2017 │
│ 2017-12-17 │ HartfordSpringfield │ 2017 │
│ 2017-12-10 │ HartfordSpringfield │ 2017 │
│ 2017-12-03 │ HartfordSpringfield │ 2017 │
│ 2017-11-26 │ HartfordSpringfield │ 2017 │
│ 2017-11-19 │ HartfordSpringfield │ 2017 │
│ 2017-11-12 │ HartfordSpringfield │ 2017 │
│ 2017-11-05 │ HartfordSpringfield │ 2017 │
│ 2017-10-29 │ HartfordSpringfield │ 2017 │
│ 2017-10-22 │ HartfordSpringfield │ 2017 │
│ 2017-10-15 │ HartfordSpringfield │ 2017 │
│ 2017-10-08 │ HartfordSpringfield │ 2017 │
│ 2017-10-01 │ HartfordSpringfield │ 2017 │
│ 2017-09-24 │ HartfordSpringfield │ 2017 │
│ 2017-09-17 │ HartfordSpringfield │ 2017 │
│ 2017-09-10 │ HartfordSpringfield │ 2017 │
│ 2017-09-03 │ HartfordSpringfield │ 2017 │
│ 2017-08-27 │ HartfordSpringfield │ 2017 │
│ 2017-08-20 │ HartfordSpringfield │ 2017 │
│ 2017-08-13 │ HartfordSpringfield │ 2017 │
│ 2017-08-06 │ HartfordSpringfield │ 2017 │
│ 2017-07-30 │ HartfordSpringfield │ 2017 │
│ 2017-07-23 │ HartfordSpringfield │ 2017 │
│ 2017-07-16 │ HartfordSpringfield │ 2017 │
│ 2017-07-09 │ HartfordSpringfield │ 2017 │
│ 2017-07-02 │ HartfordSpringfield │ 2017 │
│ 2017-06-25 │ HartfordSpringfield │ 2017 │
│ 2017-06-18 │ HartfordSpringfield │ 2017 │
│ 2017-06-11 │ HartfordSpringfield │ 2017 │
│ 2017-06-04 │ HartfordSpringfield │ 2017 │
│ 2017-05-28 │ HartfordSpringfield │ 2017 │
│ 2017-05-21 │ HartfordSpringfield │ 2017 │
│ 2017-05-14 │ HartfordSpringfield │ 2017 │
│ 2017-05-07 │ HartfordSpringfield │ 2017 │
│ 2017-04-30 │ HartfordSpringfield │ 2017 │
│ 2017-04-23 │ HartfordSpringfield │ 2017 │
│ 2017-04-16 │ HartfordSpringfield │ 2017 │
│ 2017-04-09 │ HartfordSpringfield │ 2017 │
│ 2017-04-02 │ HartfordSpringfield │ 2017 │
│ 2017-03-26 │ HartfordSpringfield │ 2017 │
│ 2017-03-19 │ HartfordSpringfield │ 2017 │
│ 2017-03-12 │ HartfordSpringfield │ 2017 │
│ 2017-03-05 │ HartfordSpringfield │ 2017 │
│ 2017-02-26 │ HartfordSpringfield │ 2017 │
│ 2017-02-19 │ HartfordSpringfield │ 2017 │
│ 2017-02-12 │ HartfordSpringfield │ 2017 │
│ 2017-02-05 │ HartfordSpringfield │ 2017 │
│ 2017-01-29 │ HartfordSpringfield │ 2017 │
│ 2017-01-22 │ HartfordSpringfield │ 2017 │
│ 2017-01-15 │ HartfordSpringfield │ 2017 │
│ 2017-01-08 │ HartfordSpringfield │ 2017 │
│ 2017-01-01 │ HartfordSpringfield │ 2017 │
│ 2017-12-31 │ Houston             │ 2017 │
│ 2017-12-24 │ Houston             │ 2017 │
│ 2017-12-17 │ Houston             │ 2017 │
│ 2017-12-10 │ Houston             │ 2017 │
│ 2017-12-03 │ Houston             │ 2017 │
│ 2017-11-26 │ Houston             │ 2017 │
│ 2017-11-19 │ Houston             │ 2017 │
│ 2017-11-12 │ Houston             │ 2017 │
│ 2017-11-05 │ Houston             │ 2017 │
│ 2017-10-29 │ Houston             │ 2017 │
│ 2017-10-22 │ Houston             │ 2017 │
│ 2017-10-15 │ Houston             │ 2017 │
│ 2017-10-08 │ Houston             │ 2017 │
│ 2017-10-01 │ Houston             │ 2017 │
│ 2017-09-24 │ Houston             │ 2017 │
│ 2017-09-17 │ Houston             │ 2017 │
│ 2017-09-10 │ Houston             │ 2017 │
│ 2017-09-03 │ Houston             │ 2017 │
│ 2017-08-27 │ Houston             │ 2017 │
│ 2017-08-20 │ Houston             │ 2017 │
│ 2017-08-13 │ Houston             │ 2017 │
│ 2017-08-06 │ Houston             │ 2017 │
│ 2017-07-30 │ Houston             │ 2017 │
│ 2017-07-23 │ Houston             │ 2017 │
│ 2017-07-16 │ Houston             │ 2017 │
│ 2017-07-09 │ Houston             │ 2017 │
│ 2017-07-02 │ Houston             │ 2017 │
│ 2017-06-25 │ Houston             │ 2017 │
│ 2017-06-18 │ Houston             │ 2017 │
│ 2017-06-11 │ Houston             │ 2017 │
│ 2017-06-04 │ Houston             │ 2017 │
│ 2017-05-28 │ Houston             │ 2017 │
│ 2017-05-21 │ Houston             │ 2017 │
│ 2017-05-14 │ Houston             │ 2017 │
│ 2017-05-07 │ Houston             │ 2017 │
│ 2017-04-30 │ Houston             │ 2017 │
│ 2017-04-23 │ Houston             │ 2017 │
│ 2017-04-16 │ Houston             │ 2017 │
│ 2017-04-09 │ Houston             │ 2017 │
│ 2017-04-02 │ Houston             │ 2017 │
│ 2017-03-26 │ Houston             │ 2017 │
│ 2017-03-19 │ Houston             │ 2017 │
│ 2017-03-12 │ Houston             │ 2017 │
│ 2017-03-05 │ Houston             │ 2017 │
│ 2017-02-26 │ Houston             │ 2017 │
│ 2017-02-19 │ Houston             │ 2017 │
│ 2017-02-12 │ Houston             │ 2017 │
│ 2017-02-05 │ Houston             │ 2017 │
│ 2017-01-29 │ Houston             │ 2017 │
│ 2017-01-22 │ Houston             │ 2017 │
│ 2017-01-15 │ Houston             │ 2017 │
│ 2017-01-08 │ Houston             │ 2017 │
│ 2017-01-01 │ Houston             │ 2017 │
│ 2017-12-31 │ Indianapolis        │ 2017 │
│ 2017-12-24 │ Indianapolis        │ 2017 │
│ 2017-12-17 │ Indianapolis        │ 2017 │
│ 2017-12-10 │ Indianapolis        │ 2017 │
│ 2017-12-03 │ Indianapolis        │ 2017 │
│ 2017-11-26 │ Indianapolis        │ 2017 │
│ 2017-11-19 │ Indianapolis        │ 2017 │
│ 2017-11-12 │ Indianapolis        │ 2017 │
│ 2017-11-05 │ Indianapolis        │ 2017 │
│ 2017-10-29 │ Indianapolis        │ 2017 │
│ 2017-10-22 │ Indianapolis        │ 2017 │
│ 2017-10-15 │ Indianapolis        │ 2017 │
│ 2017-10-08 │ Indianapolis        │ 2017 │
│ 2017-10-01 │ Indianapolis        │ 2017 │
│ 2017-09-24 │ Indianapolis        │ 2017 │
│ 2017-09-17 │ Indianapolis        │ 2017 │
│ 2017-09-10 │ Indianapolis        │ 2017 │
│ 2017-09-03 │ Indianapolis        │ 2017 │
│ 2017-08-27 │ Indianapolis        │ 2017 │
│ 2017-08-20 │ Indianapolis        │ 2017 │
│ 2017-08-13 │ Indianapolis        │ 2017 │
│ 2017-08-06 │ Indianapolis        │ 2017 │
│ 2017-07-30 │ Indianapolis        │ 2017 │
│ 2017-07-23 │ Indianapolis        │ 2017 │
│ 2017-07-16 │ Indianapolis        │ 2017 │
│ 2017-07-09 │ Indianapolis        │ 2017 │
│ 2017-07-02 │ Indianapolis        │ 2017 │
│ 2017-06-25 │ Indianapolis        │ 2017 │
│ 2017-06-18 │ Indianapolis        │ 2017 │
│ 2017-06-11 │ Indianapolis        │ 2017 │
│ 2017-06-04 │ Indianapolis        │ 2017 │
│ 2017-05-28 │ Indianapolis        │ 2017 │
│ 2017-05-21 │ Indianapolis        │ 2017 │
│ 2017-05-14 │ Indianapolis        │ 2017 │
│ 2017-05-07 │ Indianapolis        │ 2017 │
│ 2017-04-30 │ Indianapolis        │ 2017 │
│ 2017-04-23 │ Indianapolis        │ 2017 │
│ 2017-04-16 │ Indianapolis        │ 2017 │
│ 2017-04-09 │ Indianapolis        │ 2017 │
│ 2017-04-02 │ Indianapolis        │ 2017 │
│ 2017-03-26 │ Indianapolis        │ 2017 │
│ 2017-03-19 │ Indianapolis        │ 2017 │
│ 2017-03-12 │ Indianapolis        │ 2017 │
│ 2017-03-05 │ Indianapolis        │ 2017 │
│ 2017-02-26 │ Indianapolis        │ 2017 │
│ 2017-02-19 │ Indianapolis        │ 2017 │
│ 2017-02-12 │ Indianapolis        │ 2017 │
│ 2017-02-05 │ Indianapolis        │ 2017 │
│ 2017-01-29 │ Indianapolis        │ 2017 │
│ 2017-01-22 │ Indianapolis        │ 2017 │
│ 2017-01-15 │ Indianapolis        │ 2017 │
│ 2017-01-08 │ Indianapolis        │ 2017 │
│ 2017-01-01 │ Indianapolis        │ 2017 │
│ 2017-12-31 │ Jacksonville        │ 2017 │
│ 2017-12-24 │ Jacksonville        │ 2017 │
│ 2017-12-17 │ Jacksonville        │ 2017 │
│ 2017-12-10 │ Jacksonville        │ 2017 │
│ 2017-12-03 │ Jacksonville        │ 2017 │
│ 2017-11-26 │ Jacksonville        │ 2017 │
│ 2017-11-19 │ Jacksonville        │ 2017 │
│ 2017-11-12 │ Jacksonville        │ 2017 │
│ 2017-11-05 │ Jacksonville        │ 2017 │
│ 2017-10-29 │ Jacksonville        │ 2017 │
│ 2017-10-22 │ Jacksonville        │ 2017 │
│ 2017-10-15 │ Jacksonville        │ 2017 │
│ 2017-10-08 │ Jacksonville        │ 2017 │
│ 2017-10-01 │ Jacksonville        │ 2017 │
│ 2017-09-24 │ Jacksonville        │ 2017 │
│ 2017-09-17 │ Jacksonville        │ 2017 │
│ 2017-09-10 │ Jacksonville        │ 2017 │
│ 2017-09-03 │ Jacksonville        │ 2017 │
│ 2017-08-27 │ Jacksonville        │ 2017 │
│ 2017-08-20 │ Jacksonville        │ 2017 │
│ 2017-08-13 │ Jacksonville        │ 2017 │
│ 2017-08-06 │ Jacksonville        │ 2017 │
│ 2017-07-30 │ Jacksonville        │ 2017 │
│ 2017-07-23 │ Jacksonville        │ 2017 │
│ 2017-07-16 │ Jacksonville        │ 2017 │
│ 2017-07-09 │ Jacksonville        │ 2017 │
│ 2017-07-02 │ Jacksonville        │ 2017 │
│ 2017-06-25 │ Jacksonville        │ 2017 │
│ 2017-06-18 │ Jacksonville        │ 2017 │
│ 2017-06-11 │ Jacksonville        │ 2017 │
│ 2017-06-04 │ Jacksonville        │ 2017 │
│ 2017-05-28 │ Jacksonville        │ 2017 │
│ 2017-05-21 │ Jacksonville        │ 2017 │
│ 2017-05-14 │ Jacksonville        │ 2017 │
│ 2017-05-07 │ Jacksonville        │ 2017 │
│ 2017-04-30 │ Jacksonville        │ 2017 │
│ 2017-04-23 │ Jacksonville        │ 2017 │
│ 2017-04-16 │ Jacksonville        │ 2017 │
│ 2017-04-09 │ Jacksonville        │ 2017 │
│ 2017-04-02 │ Jacksonville        │ 2017 │
│ 2017-03-26 │ Jacksonville        │ 2017 │
│ 2017-03-19 │ Jacksonville        │ 2017 │
│ 2017-03-12 │ Jacksonville        │ 2017 │
│ 2017-03-05 │ Jacksonville        │ 2017 │
│ 2017-02-26 │ Jacksonville        │ 2017 │
│ 2017-02-19 │ Jacksonville        │ 2017 │
│ 2017-02-12 │ Jacksonville        │ 2017 │
│ 2017-02-05 │ Jacksonville        │ 2017 │
│ 2017-01-29 │ Jacksonville        │ 2017 │
│ 2017-01-22 │ Jacksonville        │ 2017 │
│ 2017-01-15 │ Jacksonville        │ 2017 │
│ 2017-01-08 │ Jacksonville        │ 2017 │
│ 2017-01-01 │ Jacksonville        │ 2017 │
│ 2017-12-31 │ LasVegas            │ 2017 │
│ 2017-12-24 │ LasVegas            │ 2017 │
│ 2017-12-17 │ LasVegas            │ 2017 │
│ 2017-12-10 │ LasVegas            │ 2017 │
